,Date,HA,abbr,down_distance,opponent,play,team,wk,down,distance,yard_line,play_type,yards_gained,player,result,success,game_id,pa,pf,p_diff
0,2018-08-30,H,UTH,1st and 10 at UTH25,Weber St.,2-Z.Moss to UTH 26 for 1 yard.,Utah,01,1,10,UTH25,run,1,2-Z.Moss,,0,01Utah,10,41,31.0
1,2018-08-30,H,UTH,2nd and 9 at UTH26,Weber St.,1-T.Huntley complete to 18-B.Covey. 18-B.Covey to UTH 30 for 4 yards.,Utah,01,2,9,UTH26,pass,4,18-B.Covey.,,0,01Utah,10,41,31.0
2,2018-08-30,H,UTH,3rd and 5 at UTH30,Weber St.,2-Z.Moss to UTH 31 for 1 yard.,Utah,01,3,5,UTH30,run,1,2-Z.Moss,,0,01Utah,10,41,31.0
3,2018-08-30,H,UTH,4th and 4 at UTH31,Weber St.,"33-M.Wishnowsky punts 39 yards from UTH 31, out of bounds at the WBS 30.",Utah,01,4,4,UTH31,special,0,na,punt,0,01Utah,10,41,31.0
4,2018-08-30,H,UTH,1st and 10 at UTH25,Weber St.,1-T.Huntley incomplete. INTERCEPTED by 45-L.Stice at UTH 32. 45-L.Stice runs 32 yards for a touchdown.,Utah,01,1,10,UTH25,pass,0,1-T.Huntley,to,0,01Utah,10,41,31.0
5,2018-08-30,H,UTH,1st and 10 at UTH3,Weber St.,1-T.Huntley incomplete. INTERCEPTED by 45-L.Stice at UTH 32. 45-L.Stice to UTH 2 for 30 yards.,Utah,01,1,10,UTH3,pass,0,1-T.Huntley,to,0,01Utah,10,41,31.0
6,2018-08-30,H,UTH,1st and 10 at UTH4,Weber St.,18-B.Covey to WBS 49 for 47 yards.,Utah,01,1,10,UTH4,run,47,18-B.Covey,,1,01Utah,10,41,31.0
7,2018-08-30,H,UTH,1st and 10 at WBS49,Weber St.,2-Z.Moss to WBS 39 for 10 yards.,Utah,01,1,10,WBS49,run,10,2-Z.Moss,,1,01Utah,10,41,31.0
8,2018-08-30,H,UTH,1st and 10 at WBS39,Weber St.,2-Z.Moss to WBS 23 for 16 yards.,Utah,01,1,10,WBS39,run,16,2-Z.Moss,,1,01Utah,10,41,31.0
9,2018-08-30,H,UTH,1st and 10 at WBS23,Weber St.,1-T.Huntley complete to 44-J.Jackson. 44-J.Jackson to WBS 15 for 8 yards.,Utah,01,1,10,WBS23,pass,8,44-J.Jackson.,,1,01Utah,10,41,31.0
10,2018-08-30,H,UTH,2nd and 2 at WBS15,Weber St.,2-Z.Moss to WBS 1 for 14 yards.,Utah,01,2,2,WBS15,run,14,2-Z.Moss,,1,01Utah,10,41,31.0
11,2018-08-30,H,UTH,1st and 1 at WBS1,Weber St.,2-Z.Moss to WBS 3 for -2 yards.,Utah,01,1,1,WBS1,run,-2,2-Z.Moss,,0,01Utah,10,41,31.0
12,2018-08-30,H,UTH,2nd and 3 at WBS3,Weber St.,1-T.Huntley complete to 89-C.Fortheringham. 89-C.Fortheringham runs 3 yards for a touchdown.,Utah,01,2,3,WBS3,pass,3,89-C.Fortheringham.,TD,1,01Utah,10,41,31.0
13,2018-08-30,H,UTH,1st and 10 at UTH41,Weber St.,1-T.Huntley incomplete. Intended for 8-S.Mariner.,Utah,01,1,10,UTH41,pass,0,8-SMariner,,0,01Utah,10,41,31.0
14,2018-08-30,H,UTH,2nd and 10 at UTH41,Weber St.,1-T.Huntley incomplete. Intended for 25-J.Dixon.,Utah,01,2,10,UTH41,pass,0,25-JDixon,,0,01Utah,10,41,31.0
15,2018-08-30,H,UTH,3rd and 10 at UTH41,Weber St.,"1-T.Huntley incomplete. INTERCEPTED by 2-J.Harrison at WBS 34. 2-J.Harrison to WBS 34 for no gain. Penalty on WBS 20-P.Preator, Pass interference, 15 yards, enforced at UTH 41. No Play.",Utah,01,3,10,UTH41,pass,0,1-T.Huntley,to,0,01Utah,10,41,31.0
16,2018-08-30,H,UTH,1st and 10 at WBS44,Weber St.,1-T.Huntley complete to 18-B.Covey. 18-B.Covey to WBS 39 for 5 yards.,Utah,01,1,10,WBS44,pass,5,18-B.Covey.,,1,01Utah,10,41,31.0
17,2018-08-30,H,UTH,2nd and 5 at WBS39,Weber St.,1-T.Huntley complete to 18-B.Covey. 18-B.Covey to WBS 29 for 10 yards.,Utah,01,2,5,WBS39,pass,10,18-B.Covey.,,1,01Utah,10,41,31.0
18,2018-08-30,H,UTH,1st and 10 at WBS29,Weber St.,1-T.Huntley complete to 7-D.Simpkins. 7-D.Simpkins to WBS 22 for 7 yards.,Utah,01,1,10,WBS29,pass,7,7-D.Simpkins.,,1,01Utah,10,41,31.0
19,2018-08-30,H,UTH,2nd and 3 at WBS22,Weber St.,2-Z.Moss to WBS 25 for -3 yards.,Utah,01,2,3,WBS22,run,-3,2-Z.Moss,,0,01Utah,10,41,31.0
20,2018-08-30,H,UTH,3rd and 6 at WBS25,Weber St.,1-T.Huntley incomplete. Intended for 7-D.Simpkins.,Utah,01,3,6,WBS25,pass,0,7-DSimpkins,,0,01Utah,10,41,31.0
21,2018-08-30,H,UTH,4th and 6 at WBS33,Weber St.,97-M.Gay 43 yards Field Goal is No Good.,Utah,01,4,6,WBS33,special,0,na,fgn,0,01Utah,10,41,31.0
22,2018-08-30,H,UTH,1st and 10 at UTH30,Weber St.,2-Z.Moss to UTH 37 for 7 yards.,Utah,01,1,10,UTH30,run,7,2-Z.Moss,,1,01Utah,10,41,31.0
23,2018-08-30,H,UTH,2nd and 3 at UTH37,Weber St.,1-T.Huntley incomplete.,Utah,01,2,3,UTH37,pass,0,1-T.Huntley,,0,01Utah,10,41,31.0
24,2018-08-30,H,UTH,3rd and 3 at UTH37,Weber St.,1-T.Huntley to UTH 37 for no gain.,Utah,01,3,3,UTH37,run,0,1-T.Huntley,,0,01Utah,10,41,31.0
25,2018-08-30,H,UTH,4th and 3 at UTH37,Weber St.,"33-M.Wishnowsky punts 46 yards from UTH 37 to WBS 17, fair catch by 22-R.Shaheed.",Utah,01,4,3,UTH37,special,0,na,punt,0,01Utah,10,41,31.0
26,2018-08-30,H,UTH,1st and 10 at UTH40,Weber St.,2-Z.Moss to UTH 44 for 4 yards.,Utah,01,1,10,UTH40,run,4,2-Z.Moss,,0,01Utah,10,41,31.0
27,2018-08-30,H,UTH,2nd and 6 at UTH44,Weber St.,2-Z.Moss to UTH 47 for 3 yards.,Utah,01,2,6,UTH44,run,3,2-Z.Moss,,0,01Utah,10,41,31.0
28,2018-08-30,H,UTH,3rd and 3 at UTH47,Weber St.,2-Z.Moss to UTH 49 for 2 yards.,Utah,01,3,3,UTH47,run,2,2-Z.Moss,,0,01Utah,10,41,31.0
29,2018-08-30,H,UTH,4th and 1 at UTH49,Weber St.,2-Z.Moss to UTH 49 for no gain.,Utah,01,4,1,UTH49,run,0,2-Z.Moss,,0,01Utah,10,41,31.0
30,2018-08-30,H,UTH,1st and 10 at UTH14,Weber St.,2-Z.Moss runs 86 yards for a touchdown.,Utah,01,1,10,UTH14,run,86,2-Z.Moss,TD,1,01Utah,10,41,31.0
31,2018-08-30,H,UTH,,Weber St.,"Team penalty on WBS, 12 men in the huddle, 2 yards, enforced at WBS 3. No Play.",Utah,01,4,2,NA,penalty,2,na,penalty,1,01Utah,10,41,31.0
32,2018-08-30,H,UTH,1st and 10 at UTH24,Weber St.,1-T.Huntley complete to 8-S.Mariner. 8-S.Mariner to UTH 43 for 19 yards.,Utah,01,1,10,UTH24,pass,19,8-S.Mariner.,,1,01Utah,10,41,31.0
33,2018-08-30,H,UTH,1st and 10 at UTH43,Weber St.,1-T.Huntley incomplete. Intended for 8-S.Mariner.,Utah,01,1,10,UTH43,pass,0,8-SMariner,,0,01Utah,10,41,31.0
34,2018-08-30,H,UTH,2nd and 10 at UTH43,Weber St.,2-Z.Moss to UTH 45 for 2 yards.,Utah,01,2,10,UTH43,run,2,2-Z.Moss,,0,01Utah,10,41,31.0
35,2018-08-30,H,UTH,3rd and 8 at UTH45,Weber St.,1-T.Huntley complete to 18-B.Covey. 18-B.Covey runs ob at WBS 36 for 19 yards.,Utah,01,3,8,UTH45,pass,19,18-B.Covey.,,1,01Utah,10,41,31.0
36,2018-08-30,H,UTH,1st and 10 at WBS36,Weber St.,1-T.Huntley sacked at WBS 42 for -6 yards (10-K.Benjamin).,Utah,01,1,10,WBS36,pass,-6,1-T.Huntley,sack,0,01Utah,10,41,31.0
37,2018-08-30,H,UTH,2nd and 16 at WBS42,Weber St.,1-T.Huntley complete to 2-Z.Moss. 2-Z.Moss to WBS 27 for 15 yards.,Utah,01,2,16,WBS42,pass,15,2-Z.Moss.,,1,01Utah,10,41,31.0
38,2018-08-30,H,UTH,3rd and 1 at WBS27,Weber St.,1-T.Huntley incomplete. Intended for 89-C.Fortheringham.,Utah,01,3,1,WBS27,pass,0,89-CFortheringham,,0,01Utah,10,41,31.0
39,2018-08-30,H,UTH,4th and 1 at WBS27,Weber St.,1-T.Huntley to WBS 24 for 3 yards.,Utah,01,4,1,WBS27,run,3,1-T.Huntley,,1,01Utah,10,41,31.0
40,2018-08-30,H,UTH,1st and 10 at WBS24,Weber St.,1-T.Huntley incomplete. Intended for 44-J.Jackson.,Utah,01,1,10,WBS24,pass,0,44-JJackson,,0,01Utah,10,41,31.0
41,2018-08-30,H,UTH,2nd and 10 at WBS24,Weber St.,1-T.Huntley incomplete. Intended for 45-S.Nacua.,Utah,01,2,10,WBS24,pass,0,45-SNacua,,0,01Utah,10,41,31.0
42,2018-08-30,H,UTH,3rd and 10 at WBS24,Weber St.,1-T.Huntley complete to 7-D.Simpkins. 7-D.Simpkins to WBS 18 for 6 yards.,Utah,01,3,10,WBS24,pass,6,7-D.Simpkins.,,0,01Utah,10,41,31.0
43,2018-08-30,H,UTH,4th and 4 at WBS25,Weber St.,97-M.Gay 35 yards Field Goal is Good.,Utah,01,4,4,WBS25,special,0,na,fgm,1,01Utah,10,41,31.0
44,2018-08-30,H,UTH,1st and 10 at UTH28,Weber St.,1-T.Huntley to UTH 32 for 4 yards.,Utah,01,1,10,UTH28,run,4,1-T.Huntley,,0,01Utah,10,41,31.0
45,2018-08-30,H,UTH,2nd and 6 at UTH32,Weber St.,1-T.Huntley incomplete. Intended for 45-S.Nacua.,Utah,01,2,6,UTH32,pass,0,45-SNacua,,0,01Utah,10,41,31.0
46,2018-08-30,H,UTH,3rd and 6 at UTH32,Weber St.,1-T.Huntley complete to 2-Z.Moss. 2-Z.Moss to UTH 32 for no gain.,Utah,01,3,6,UTH32,pass,0,2-Z.Moss.,,0,01Utah,10,41,31.0
47,2018-08-30,H,UTH,4th and 6 at UTH32,Weber St.,"33-M.Wishnowsky punts 58 yards from UTH 32 to WBS 10, fair catch by 22-R.Shaheed.",Utah,01,4,6,UTH32,special,0,na,punt,0,01Utah,10,41,31.0
48,2018-08-30,H,UTH,1st and 10 at WBS49,Weber St.,18-B.Covey to WBS 11 for 38 yards.,Utah,01,1,10,WBS49,run,38,18-B.Covey,,1,01Utah,10,41,31.0
49,2018-08-30,H,UTH,1st and 10 at WBS11,Weber St.,2-Z.Moss to WBS 9 for 2 yards.,Utah,01,1,10,WBS11,run,2,2-Z.Moss,,0,01Utah,10,41,31.0
50,2018-08-30,H,UTH,2nd and 8 at WBS9,Weber St.,1-T.Huntley incomplete. Intended for 7-D.Simpkins.,Utah,01,2,8,WBS9,pass,0,7-DSimpkins,,0,01Utah,10,41,31.0
51,2018-08-30,H,UTH,3rd and 8 at WBS9,Weber St.,1-T.Huntley complete to 2-Z.Moss. 2-Z.Moss runs 9 yards for a touchdown.,Utah,01,3,8,WBS9,pass,9,2-Z.Moss.,TD,1,01Utah,10,41,31.0
52,2018-08-30,H,UTH,1st and 10 at UTH32,Weber St.,1-T.Huntley complete to 8-S.Mariner. 8-S.Mariner to UTH 36 for 4 yards.,Utah,01,1,10,UTH32,pass,4,8-S.Mariner.,,0,01Utah,10,41,31.0
53,2018-08-30,H,UTH,2nd and 6 at UTH36,Weber St.,1-T.Huntley complete to 8-S.Mariner. 8-S.Mariner to UTH 45 for 9 yards.,Utah,01,2,6,UTH36,pass,9,8-S.Mariner.,,1,01Utah,10,41,31.0
54,2018-08-30,H,UTH,1st and 10 at UTH45,Weber St.,1-T.Huntley to UTH 43 for -2 yards (9-A.Rodriguez).,Utah,01,1,10,UTH45,run,-2,1-T.Huntley,,0,01Utah,10,41,31.0
55,2018-08-30,H,UTH,2nd and 12 at UTH43,Weber St.,2-Z.Moss to UTH 50 for 7 yards.,Utah,01,2,12,UTH43,run,7,2-Z.Moss,,0,01Utah,10,41,31.0
56,2018-08-30,H,UTH,3rd and 5 at UTH50,Weber St.,1-T.Huntley incomplete. Intended for 7-D.Simpkins.,Utah,01,3,5,UTH50,pass,0,7-DSimpkins,,0,01Utah,10,41,31.0
57,2018-08-30,H,UTH,4th and 5 at UTH50,Weber St.,33-M.Wishnowsky to WBS 39 for 11 yards.,Utah,01,4,5,UTH50,run,11,33-M.Wishnowsky,,1,01Utah,10,41,31.0
58,2018-08-30,H,UTH,1st and 10 at WBS39,Weber St.,"1-T.Huntley incomplete. Intended for 21-S.Enis. Penalty on WBS 13-M.Collins, Pass interference, 15 yards, enforced at WBS 39. No Play.",Utah,01,1,10,WBS39,pass,0,21-SEnis,,0,01Utah,10,41,31.0
59,2018-08-30,H,UTH,1st and 10 at WBS24,Weber St.,1-T.Huntley complete to 8-S.Mariner. 8-S.Mariner runs 24 yards for a touchdown.,Utah,01,1,10,WBS24,pass,24,8-S.Mariner.,TD,1,01Utah,10,41,31.0
60,2018-08-30,H,UTH,1st and 10 at UTH17,Weber St.,"Penalty on UTH 79-J.Agasiva, False start, 5 yards, enforced at UTH 17. No Play.",Utah,01,1,10,UTH17,penalty,-5,na,penalty,0,01Utah,10,41,31.0
61,2018-08-30,H,UTH,1st and 15 at UTH12,Weber St.,1-T.Huntley to UTH 16 for 4 yards.,Utah,01,1,15,UTH12,run,4,1-T.Huntley,,0,01Utah,10,41,31.0
62,2018-08-30,H,UTH,2nd and 11 at UTH16,Weber St.,1-T.Huntley complete to 21-S.Enis. 21-S.Enis to UTH 45 for 29 yards.,Utah,01,2,11,UTH16,pass,29,21-S.Enis.,,1,01Utah,10,41,31.0
63,2018-08-30,H,UTH,1st and 10 at UTH45,Weber St.,1-T.Huntley complete to 21-S.Enis. 21-S.Enis to UTH 50 for 5 yards.,Utah,01,1,10,UTH45,pass,5,21-S.Enis.,,1,01Utah,10,41,31.0
64,2018-08-30,H,UTH,2nd and 5 at UTH50,Weber St.,1-T.Huntley complete to 4-T.Green. 4-T.Green to WBS 44 for 6 yards.,Utah,01,2,5,UTH50,pass,6,4-T.Green.,,1,01Utah,10,41,31.0
65,2018-08-30,H,UTH,1st and 10 at WBS44,Weber St.,1-T.Huntley to WBS 46 for -2 yards.,Utah,01,1,10,WBS44,run,-2,1-T.Huntley,,0,01Utah,10,41,31.0
66,2018-08-30,H,UTH,2nd and 12 at WBS46,Weber St.,1-T.Huntley complete to 8-S.Mariner. 8-S.Mariner to WBS 29 for 17 yards.,Utah,01,2,12,WBS46,pass,17,8-S.Mariner.,,1,01Utah,10,41,31.0
67,2018-08-30,H,UTH,1st and 10 at WBS29,Weber St.,"1-T.Huntley incomplete. Intended for 21-S.Enis. Penalty on UTH 77-D.Paulo, Intentional grounding, 5 yards, enforced at WBS 29.",Utah,01,1,10,WBS29,pass,0,21-SEnis,,0,01Utah,10,41,31.0
68,2018-08-30,H,UTH,2nd and 15 at WBS34,Weber St.,"Penalty on WBS 50-J.Palauni, Offside, 5 yards, enforced at WBS 34. No Play.",Utah,01,2,15,WBS34,penalty,5,na,penalty,0,01Utah,10,41,31.0
69,2018-08-30,H,UTH,2nd and 10 at WBS29,Weber St.,1-T.Huntley incomplete. Intended for 25-J.Dixon.,Utah,01,2,10,WBS29,pass,0,25-JDixon,,0,01Utah,10,41,31.0
70,2018-08-30,H,UTH,3rd and 10 at WBS29,Weber St.,1-T.Huntley complete to 80-B.Kuithe. 80-B.Kuithe runs 29 yards for a touchdown.,Utah,01,3,10,WBS29,pass,29,80-B.Kuithe.,TD,1,01Utah,10,41,31.0
71,2018-08-30,H,UTH,1st and 10 at UTH25,Weber St.,6-A.Shyne to UTH 24 for -1 yard.,Utah,01,1,10,UTH25,run,-1,6-A.Shyne,,0,01Utah,10,41,31.0
72,2018-08-30,H,UTH,2nd and 11 at UTH24,Weber St.,1-T.Huntley complete to 18-B.Covey. 18-B.Covey to UTH 31 for 7 yards.,Utah,01,2,11,UTH24,pass,7,18-B.Covey.,,0,01Utah,10,41,31.0
73,2018-08-30,H,UTH,3rd and 4 at UTH31,Weber St.,1-T.Huntley complete to 22-D.Brumfield. 22-D.Brumfield to UTH 36 for 5 yards.,Utah,01,3,4,UTH31,pass,5,22-D.Brumfield.,,1,01Utah,10,41,31.0
74,2018-08-30,H,UTH,1st and 10 at UTH36,Weber St.,1-T.Huntley incomplete. Intended for 7-D.Simpkins.,Utah,01,1,10,UTH36,pass,0,7-DSimpkins,,0,01Utah,10,41,31.0
75,2018-08-30,H,UTH,2nd and 10 at UTH36,Weber St.,1-T.Huntley complete to 18-B.Covey. 18-B.Covey to UTH 44 for 8 yards.,Utah,01,2,10,UTH36,pass,8,18-B.Covey.,,1,01Utah,10,41,31.0
76,2018-08-30,H,UTH,3rd and 2 at UTH44,Weber St.,6-A.Shyne to UTH 48 for 4 yards.,Utah,01,3,2,UTH44,run,4,6-A.Shyne,,1,01Utah,10,41,31.0
77,2018-08-30,H,UTH,1st and 10 at UTH48,Weber St.,"1-T.Huntley complete to 6-A.Shyne. 6-A.Shyne to WBS 47, FUMBLES (36-N.Vaea). 2-J.Harrison to UTH 27 for 26 yards.",Utah,01,1,10,UTH48,pass,0,6-A.Shyne.,to,0,01Utah,10,41,31.0
78,2018-08-30,H,UTH,1st and 10 at UTH28,Weber St.,22-D.Brumfield to UTH 30 for 2 yards.,Utah,01,1,10,UTH28,run,2,22-D.Brumfield,,0,01Utah,10,41,31.0
79,2018-08-30,H,UTH,2nd and 8 at UTH30,Weber St.,15-J.Shelley complete to 25-J.Dixon. 25-J.Dixon to WBS 30 for 40 yards.,Utah,01,2,8,UTH30,pass,40,25-J.Dixon.,,1,01Utah,10,41,31.0
80,2018-08-30,H,UTH,1st and 10 at WBS30,Weber St.,22-D.Brumfield to WBS 26 for 4 yards.,Utah,01,1,10,WBS30,run,4,22-D.Brumfield,,0,01Utah,10,41,31.0
81,2018-08-30,H,UTH,2nd and 6 at WBS26,Weber St.,"22-D.Brumfield to WBS 29, FUMBLES. 91-J.Schiess to WBS 34 for no gain.",Utah,01,2,6,WBS26,run,0,22-D.Brumfield,to,0,01Utah,10,41,31.0
82,2018-08-30,H,UTH,1st and 10 at UTH18,Weber St.,15-J.Shelley to UTH 27 for 9 yards.,Utah,01,1,10,UTH18,run,9,15-J.Shelley,,1,01Utah,10,41,31.0
83,2018-08-30,H,UTH,2nd and 1 at UTH27,Weber St.,4-T.Green to UTH 39 for 12 yards.,Utah,01,2,1,UTH27,run,12,4-T.Green,,1,01Utah,10,41,31.0
84,2018-08-30,H,UTH,1st and 10 at UTH39,Weber St.,15-J.Shelley to WBS 21 for 40 yards.,Utah,01,1,10,UTH39,run,40,15-J.Shelley,,1,01Utah,10,41,31.0
85,2018-08-30,H,UTH,1st and 10 at WBS21,Weber St.,4-T.Green to WBS 17 for 4 yards.,Utah,01,1,10,WBS21,run,4,4-T.Green,,0,01Utah,10,41,31.0
86,2018-08-30,H,UTH,2nd and 6 at WBS17,Weber St.,22-D.Brumfield to WBS 15 for 2 yards.,Utah,01,2,6,WBS17,run,2,22-D.Brumfield,,0,01Utah,10,41,31.0
87,2018-08-30,H,UTH,3rd and 4 at WBS15,Weber St.,15-J.Shelley complete to 8-S.Mariner. 8-S.Mariner to WBS 15 for no gain.,Utah,01,3,4,WBS15,pass,0,8-S.Mariner.,,0,01Utah,10,41,31.0
88,2018-08-30,H,UTH,4th and 4 at WBS23,Weber St.,97-M.Gay 33 yards Field Goal is Good.,Utah,01,4,4,WBS23,special,0,na,fgm,1,01Utah,10,41,31.0
89,2018-08-31,H,STA,1st and 10 at STA25,San Diego St.,3-K.Costello incomplete. Intended for 20-B.Love.,Stanford,01,1,10,STA25,pass,0,20-BLove,,0,01Stanford,10,31,21.0
90,2018-08-31,H,STA,2nd and 10 at STA25,San Diego St.,"20-B.Love to STA 27 for 2 yards (45-A.Luke,27-K.Woods).",Stanford,01,2,10,STA25,run,2,20-B.Love,,0,01Stanford,10,31,21.0
91,2018-08-31,H,STA,3rd and 8 at STA27,San Diego St.,3-K.Costello complete to 82-K.Smith. 82-K.Smith to STA 40 for 13 yards (18-T.Thompson).,Stanford,01,3,8,STA27,pass,13,82-K.Smith.,,1,01Stanford,10,31,21.0
92,2018-08-31,H,STA,1st and 10 at STA40,San Diego St.,"20-B.Love to STA 47 for 7 yards (42-T.Cassidy,98-D.Moore).",Stanford,01,1,10,STA40,run,7,20-B.Love,,1,01Stanford,10,31,21.0
93,2018-08-31,H,STA,2nd and 3 at STA47,San Diego St.,"20-B.Love to STA 49 for 2 yards (44-K.Tezino,58-C.Mitchell).",Stanford,01,2,3,STA47,run,2,20-B.Love,,0,01Stanford,10,31,21.0
94,2018-08-31,H,STA,3rd and 1 at STA49,San Diego St.,22-C.Scarlett to SDSU 46 for 5 yards (14-T.Thompson).,Stanford,01,3,1,STA49,run,5,22-C.Scarlett,,1,01Stanford,10,31,21.0
95,2018-08-31,H,STA,1st and 10 at SDSU46,San Diego St.,3-K.Costello complete to 19-J.Arcega-Whiteside. 19-J.Arcega-Whiteside to SDSU 25 for 21 yards (14-T.Thompson).,Stanford,01,1,10,SDSU46,pass,21,19-J.Arcega-Whiteside.,,1,01Stanford,10,31,21.0
96,2018-08-31,H,STA,1st and 10 at SDSU25,San Diego St.,20-B.Love to SDSU 24 for 1 yard (33-P.Baldwin).,Stanford,01,1,10,SDSU25,run,1,20-B.Love,,0,01Stanford,10,31,21.0
97,2018-08-31,H,STA,2nd and 9 at SDSU24,San Diego St.,3-K.Costello incomplete. Intended for 84-C.Parkinson.,Stanford,01,2,9,SDSU24,pass,0,84-CParkinson,,0,01Stanford,10,31,21.0
98,2018-08-31,H,STA,3rd and 9 at SDSU24,San Diego St.,"3-K.Costello complete to 2-T.Irwin. 2-T.Irwin to SDSU 20 for 4 yards (38-A.Aleki,17-R.Smith).",Stanford,01,3,9,SDSU24,pass,4,2-T.Irwin.,,0,01Stanford,10,31,21.0
99,2018-08-31,H,STA,4th and 5 at SDSU28,San Diego St.,26-J.Toner 38 yards Field Goal is No Good.,Stanford,01,4,5,SDSU28,special,0,na,fgn,0,01Stanford,10,31,21.0
100,2018-08-31,H,STA,1st and 10 at SDSU48,San Diego St.,20-B.Love to SDSU 48 for no gain (39-R.Lakalaka).,Stanford,01,1,10,SDSU48,run,0,20-B.Love,,0,01Stanford,10,31,21.0
101,2018-08-31,H,STA,2nd and 10 at SDSU48,San Diego St.,3-K.Costello complete to 9-O.St.Brown. 9-O.St.Brown to SDSU 48 for no gain (14-T.Thompson).,Stanford,01,2,10,SDSU48,pass,0,9-O.St.Brown.,,0,01Stanford,10,31,21.0
102,2018-08-31,H,STA,3rd and 10 at SDSU48,San Diego St.,3-K.Costello incomplete. Intended for 19-J.Arcega-Whiteside.,Stanford,01,3,10,SDSU48,pass,0,19-JArcega-Whiteside,,0,01Stanford,10,31,21.0
103,2018-08-31,H,STA,4th and 10 at SDSU48,San Diego St.,"14-J.Bailey punts 40 yards from SDSU 48 to SDSU 8, fair catch by 29-J.Washington.",Stanford,01,4,10,SDSU48,special,0,na,punt,0,01Stanford,10,31,21.0
104,2018-08-31,H,STA,1st and 10 at STA25,San Diego St.,20-B.Love to STA 26 for 1 yard (44-K.Tezino).,Stanford,01,1,10,STA25,run,1,20-B.Love,,0,01Stanford,10,31,21.0
105,2018-08-31,H,STA,2nd and 9 at STA26,San Diego St.,"20-B.Love to STA 23 for -3 yards (27-K.Woods,42-T.Cassidy).",Stanford,01,2,9,STA26,run,-3,20-B.Love,,0,01Stanford,10,31,21.0
106,2018-08-31,H,STA,3rd and 12 at STA23,San Diego St.,23-T.Speights to STA 28 for 5 yards (39-R.Lakalaka).,Stanford,01,3,12,STA23,run,5,23-T.Speights,,0,01Stanford,10,31,21.0
107,2018-08-31,H,STA,4th and 7 at STA28,San Diego St.,"Penalty on SDSU 39-R.Lakalaka, Personal Foul, 15 yards, enforced at STA 28. No Play.",Stanford,01,4,7,STA28,penalty,15,na,penalty,1,01Stanford,10,31,21.0
108,2018-08-31,H,STA,1st and 10 at STA43,San Diego St.,"20-B.Love to STA 45 for 2 yards (42-T.Cassidy,33-P.Baldwin).",Stanford,01,1,10,STA43,run,2,20-B.Love,,0,01Stanford,10,31,21.0
109,2018-08-31,H,STA,2nd and 8 at STA45,San Diego St.,3-K.Costello complete to 82-K.Smith. 82-K.Smith to SDSU 50 for 5 yards (33-P.Baldwin).,Stanford,01,2,8,STA45,pass,5,82-K.Smith.,,0,01Stanford,10,31,21.0
110,2018-08-31,H,STA,3rd and 3 at SDSU50,San Diego St.,3-K.Costello incomplete. Intended for 82-K.Smith.,Stanford,01,3,3,SDSU50,pass,0,82-KSmith,,0,01Stanford,10,31,21.0
111,2018-08-31,H,STA,4th and 3 at SDSU50,San Diego St.,14-J.Bailey punts 50 yards from SDSU 50 to SDSU End Zone. touchback.,Stanford,01,4,3,SDSU50,special,0,na,punt,0,01Stanford,10,31,21.0
112,2018-08-31,H,STA,1st and 10 at STA36,San Diego St.,"20-B.Love to STA 36 for no gain (95-N.Hall,44-K.Tezino).",Stanford,01,1,10,STA36,run,0,20-B.Love,,0,01Stanford,10,31,21.0
113,2018-08-31,H,STA,2nd and 10 at STA36,San Diego St.,"3-K.Costello complete to 5-C.Wedington. 5-C.Wedington to STA 38 for 2 yards (33-P.Baldwin,27-K.Woods).",Stanford,01,2,10,STA36,pass,2,5-C.Wedington.,,0,01Stanford,10,31,21.0
114,2018-08-31,H,STA,3rd and 8 at STA38,San Diego St.,3-K.Costello sacked at STA 36 for -2 yards (55-C.Onyeukwu).,Stanford,01,3,8,STA38,pass,-2,3-K.Costello,sack,0,01Stanford,10,31,21.0
115,2018-08-31,H,STA,4th and 10 at STA36,San Diego St.,14-J.Bailey punts 63 yards from STA 36 Downed at the SDSU 1.,Stanford,01,4,10,STA36,special,0,na,punt,0,01Stanford,10,31,21.0
116,2018-08-31,H,STA,1st and 10 at STA38,San Diego St.,"20-B.Love to STA 33 for -5 yards (44-K.Tezino,14-T.Thompson).",Stanford,01,1,10,STA38,run,-5,20-B.Love,,0,01Stanford,10,31,21.0
117,2018-08-31,H,STA,2nd and 15 at STA33,San Diego St.,3-K.Costello complete to 20-B.Love. 20-B.Love to STA 37 for 4 yards (57-K.Banks).,Stanford,01,2,15,STA33,pass,4,20-B.Love.,,0,01Stanford,10,31,21.0
118,2018-08-31,H,STA,3rd and 11 at STA37,San Diego St.,3-K.Costello incomplete. Intended for 84-C.Parkinson.,Stanford,01,3,11,STA37,pass,0,84-CParkinson,,0,01Stanford,10,31,21.0
119,2018-08-31,H,STA,4th and 11 at STA37,San Diego St.,"14-J.Bailey punts 45 yards from STA 37. 29-J.Washington to SDSU 20, FUMBLES. 29-J.Washington to SDSU 21 for no gain. Team penalty on SDSU, Holding, 10 yards, enforced at SDSU 21.",Stanford,01,4,11,STA37,special,0,na,punt,0,01Stanford,10,31,21.0
120,2018-08-31,H,STA,1st and 10 at STA21,San Diego St.,"3-K.Costello complete to 19-J.Arcega-Whiteside. 19-J.Arcega-Whiteside to SDSU 44 for 35 yards. Team penalty on SDSU, Holding, declined.",Stanford,01,1,10,STA21,pass,35,19-J.Arcega-Whiteside.,,1,01Stanford,10,31,21.0
