,Date,HA,abbr,down_distance,opponent,play,team,wk,down,distance,yard_line,play_type,yards_gained,player,result,success,game_id,pa,pf,p_diff
3770,2018-09-29,A,ORE,1st and 10 at ORE46,California,26-T.Dye to CAL 48 for 6 yards.,Oregon,05,1,10,ORE46,run,6,26-T.Dye,,1,05Oregon,24,42,18.0
3771,2018-09-29,A,ORE,2nd and 4 at CAL48,California,26-T.Dye to CAL 45 for 3 yards.,Oregon,05,2,4,CAL48,run,3,26-T.Dye,,1,05Oregon,24,42,18.0
3772,2018-09-29,A,ORE,3rd and 1 at CAL45,California,26-T.Dye runs 45 yards for a touchdown.,Oregon,05,3,1,CAL45,run,45,26-T.Dye,TD,1,05Oregon,24,42,18.0
3773,2018-09-29,A,ORE,1st and 10 at ORE19,California,10-J.Herbert complete to 30-J.Redd. 30-J.Redd to CAL 48 for 33 yards.,Oregon,05,1,10,ORE19,pass,33,30-J.Redd.,,1,05Oregon,24,42,18.0
3774,2018-09-29,A,ORE,1st and 10 at CAL48,California,26-T.Dye to CAL 43 for 5 yards.,Oregon,05,1,10,CAL48,run,5,26-T.Dye,,1,05Oregon,24,42,18.0
3775,2018-09-29,A,ORE,2nd and 5 at CAL43,California,26-T.Dye to CAL 36 for 7 yards.,Oregon,05,2,5,CAL43,run,7,26-T.Dye,,1,05Oregon,24,42,18.0
3776,2018-09-29,A,ORE,1st and 10 at CAL36,California,10-J.Herbert complete to 13-D.Mitchell. 13-D.Mitchell runs 36 yards for a touchdown.,Oregon,05,1,10,CAL36,pass,36,13-D.Mitchell.,TD,1,05Oregon,24,42,18.0
3777,2018-09-29,A,ORE,1st and 10 at ORE10,California,10-J.Herbert complete to 13-D.Mitchell. 13-D.Mitchell to ORE 43 for 33 yards.,Oregon,05,1,10,ORE10,pass,33,13-D.Mitchell.,,1,05Oregon,24,42,18.0
3778,2018-09-29,A,ORE,1st and 10 at ORE43,California,10-J.Herbert incomplete. Intended for 85-K.Dillon.,Oregon,05,1,10,ORE43,pass,0,85-KDillon,,0,05Oregon,24,42,18.0
3779,2018-09-29,A,ORE,2nd and 10 at ORE43,California,10-J.Herbert complete to 34-C.Verdell. 34-C.Verdell to ORE 46 for 3 yards.,Oregon,05,2,10,ORE43,pass,3,34-C.Verdell.,,0,05Oregon,24,42,18.0
3780,2018-09-29,A,ORE,3rd and 7 at ORE46,California,10-J.Herbert incomplete. Intended for 13-D.Mitchell.,Oregon,05,3,7,ORE46,pass,0,13-DMitchell,,0,05Oregon,24,42,18.0
3781,2018-09-29,A,ORE,4th and 7 at ORE46,California,38-T.Snee punts 39 yards from ORE 46. 17-V.Wharton to CAL 50 for 35 yards.,Oregon,05,4,7,ORE46,special,0,na,punt,0,05Oregon,24,42,18.0
3782,2018-09-29,A,ORE,,California,"Team penalty on ORE, Unsportsmanlike conduct, 15 yards, enforced at ORE 35. No Play.",Oregon,05,4,2,NA,penalty,15,na,penalty,1,05Oregon,24,42,18.0
3783,2018-09-29,A,ORE,1st and 10 at ORE25,California,34-C.Verdell to CAL 1 for 74 yards.,Oregon,05,1,10,ORE25,run,74,34-C.Verdell,,1,05Oregon,24,42,18.0
3784,2018-09-29,A,ORE,1st and 1 at CAL1,California,33-C.Habibi-Likio to CAL 1 for no gain.,Oregon,05,1,1,CAL1,run,0,33-C.Habibi-Likio,,0,05Oregon,24,42,18.0
3785,2018-09-29,A,ORE,2nd and 1 at CAL1,California,33-C.Habibi-Likio runs 1 yard for a touchdown.,Oregon,05,2,1,CAL1,run,1,33-C.Habibi-Likio,TD,1,05Oregon,24,42,18.0
3786,2018-09-29,A,ORE,1st and 10 at ORE25,California,26-T.Dye to ORE 23 for -2 yards.,Oregon,05,1,10,ORE25,run,-2,26-T.Dye,,0,05Oregon,24,42,18.0
3787,2018-09-29,A,ORE,2nd and 12 at ORE23,California,10-J.Herbert complete to 26-T.Dye. 26-T.Dye to ORE 34 for 11 yards.,Oregon,05,2,12,ORE23,pass,11,26-T.Dye.,,1,05Oregon,24,42,18.0
3788,2018-09-29,A,ORE,3rd and 1 at ORE34,California,26-T.Dye to ORE 35 for 1 yard.,Oregon,05,3,1,ORE34,run,1,26-T.Dye,,1,05Oregon,24,42,18.0
3789,2018-09-29,A,ORE,1st and 10 at ORE35,California,"26-T.Dye to ORE 41, FUMBLES (59-J.Kunaszyk). 90-R.Becker to ORE 41 for no gain.",Oregon,05,1,10,ORE35,run,0,26-T.Dye,to,0,05Oregon,24,42,18.0
3790,2018-09-29,A,ORE,1st and 10 at ORE20,California,34-C.Verdell to ORE 28 for 8 yards.,Oregon,05,1,10,ORE20,run,8,34-C.Verdell,,1,05Oregon,24,42,18.0
3791,2018-09-29,A,ORE,2nd and 2 at ORE28,California,34-C.Verdell to ORE 33 for 5 yards.,Oregon,05,2,2,ORE28,run,5,34-C.Verdell,,1,05Oregon,24,42,18.0
3792,2018-09-29,A,ORE,1st and 10 at ORE33,California,"34-C.Verdell to ORE 35 for 2 yards. Penalty on ORE 87-R.Bay, Holding, 10 yards, enforced at ORE 33. No Play.",Oregon,05,1,10,ORE33,penalty,-2,na,penalty,0,05Oregon,24,42,18.0
3793,2018-09-29,A,ORE,1st and 20 at ORE23,California,10-J.Herbert complete to 34-C.Verdell. 34-C.Verdell to ORE 29 for 6 yards.,Oregon,05,1,20,ORE23,pass,6,34-C.Verdell.,,0,05Oregon,24,42,18.0
3794,2018-09-29,A,ORE,2nd and 14 at ORE29,California,10-J.Herbert complete to 9-B.Schooler. 9-B.Schooler to ORE 48 for 19 yards.,Oregon,05,2,14,ORE29,pass,19,9-B.Schooler.,,1,05Oregon,24,42,18.0
3795,2018-09-29,A,ORE,1st and 10 at ORE48,California,26-T.Dye to CAL 44 for 8 yards.,Oregon,05,1,10,ORE48,run,8,26-T.Dye,,1,05Oregon,24,42,18.0
3796,2018-09-29,A,ORE,2nd and 2 at CAL44,California,10-J.Herbert incomplete. Intended for 9-B.Schooler.,Oregon,05,2,2,CAL44,pass,0,9-BSchooler,,0,05Oregon,24,42,18.0
3797,2018-09-29,A,ORE,3rd and 2 at CAL44,California,"10-J.Herbert incomplete. Intended for 13-D.Mitchell. Penalty on CAL 27-A.Davis, Offside, declined. Penalty on CAL 20-J.Drayden, Pass interference, 15 yards, enforced at CAL 44. No Play.",Oregon,05,3,2,CAL44,pass,0,13-DMitchell,,0,05Oregon,24,42,18.0
3798,2018-09-29,A,ORE,1st and 10 at CAL29,California,26-T.Dye to CAL 28 for 1 yard.,Oregon,05,1,10,CAL29,run,1,26-T.Dye,,0,05Oregon,24,42,18.0
3799,2018-09-29,A,ORE,2nd and 9 at CAL28,California,26-T.Dye to CAL 23 for 5 yards.,Oregon,05,2,9,CAL28,run,5,26-T.Dye,,0,05Oregon,24,42,18.0
3800,2018-09-29,A,ORE,3rd and 4 at CAL23,California,10-J.Herbert incomplete. Intended for 13-D.Mitchell.,Oregon,05,3,4,CAL23,pass,0,13-DMitchell,,0,05Oregon,24,42,18.0
3801,2018-09-29,A,ORE,4th and 4 at CAL31,California,96-A.Stack 41 yards Field Goal is No Good.,Oregon,05,4,4,CAL31,special,0,na,fgn,0,05Oregon,24,42,18.0
3802,2018-09-29,A,ORE,1st and 10 at ORE3,California,26-T.Dye to ORE 4 for 1 yard.,Oregon,05,1,10,ORE3,run,1,26-T.Dye,,0,05Oregon,24,42,18.0
3803,2018-09-29,A,ORE,2nd and 9 at ORE4,California,26-T.Dye to ORE 7 for 3 yards.,Oregon,05,2,9,ORE4,run,3,26-T.Dye,,0,05Oregon,24,42,18.0
3804,2018-09-29,A,ORE,3rd and 6 at ORE7,California,10-J.Herbert complete to 13-D.Mitchell. 13-D.Mitchell to ORE 14 for 7 yards.,Oregon,05,3,6,ORE7,pass,7,13-D.Mitchell.,,1,05Oregon,24,42,18.0
3805,2018-09-29,A,ORE,1st and 10 at ORE14,California,26-T.Dye to ORE 19 for 5 yards.,Oregon,05,1,10,ORE14,run,5,26-T.Dye,,1,05Oregon,24,42,18.0
3806,2018-09-29,A,ORE,2nd and 5 at ORE19,California,26-T.Dye to ORE 35 for 16 yards.,Oregon,05,2,5,ORE19,run,16,26-T.Dye,,1,05Oregon,24,42,18.0
3807,2018-09-29,A,ORE,1st and 10 at ORE35,California,33-C.Habibi-Likio to ORE 41 for 6 yards.,Oregon,05,1,10,ORE35,run,6,33-C.Habibi-Likio,,1,05Oregon,24,42,18.0
3808,2018-09-29,A,ORE,2nd and 4 at ORE41,California,33-C.Habibi-Likio to ORE 44 for 3 yards.,Oregon,05,2,4,ORE41,run,3,33-C.Habibi-Likio,,1,05Oregon,24,42,18.0
3809,2018-09-29,A,ORE,3rd and 1 at ORE44,California,33-C.Habibi-Likio to ORE 49 for 5 yards.,Oregon,05,3,1,ORE44,run,5,33-C.Habibi-Likio,,1,05Oregon,24,42,18.0
3810,2018-09-29,A,ORE,1st and 10 at ORE49,California,33-C.Habibi-Likio to ORE 46 for -3 yards.,Oregon,05,1,10,ORE49,run,-3,33-C.Habibi-Likio,,0,05Oregon,24,42,18.0
3811,2018-09-29,A,ORE,2nd and 13 at ORE46,California,10-J.Herbert complete to 13-D.Mitchell. 13-D.Mitchell to ORE 49 for 3 yards.,Oregon,05,2,13,ORE46,pass,3,13-D.Mitchell.,,0,05Oregon,24,42,18.0
3812,2018-09-29,A,ORE,3rd and 10 at ORE49,California,10-J.Herbert scrambles to CAL 43 for 8 yards.,Oregon,05,3,10,ORE49,run,8,10-J.Herbert,,0,05Oregon,24,42,18.0
3813,2018-09-29,A,ORE,4th and 2 at CAL43,California,"Team penalty on ORE, Delay of game, 5 yards, enforced at CAL 43. No Play.",Oregon,05,4,2,CAL43,penalty,5,na,penalty,1,05Oregon,24,42,18.0
3814,2018-09-29,A,ORE,4th and 7 at CAL48,California,42-B.Maimone punts 45 yards from CAL 48 Downed at the CAL 3.,Oregon,05,4,7,CAL48,special,0,na,punt,0,05Oregon,24,42,18.0
3815,2018-09-29,A,ORE,1st and 10 at CAL45,California,26-T.Dye to CAL 46 for -1 yard.,Oregon,05,1,10,CAL45,run,-1,26-T.Dye,,0,05Oregon,24,42,18.0
3816,2018-09-29,A,ORE,2nd and 11 at CAL46,California,26-T.Dye to CAL 45 for 1 yard.,Oregon,05,2,11,CAL46,run,1,26-T.Dye,,0,05Oregon,24,42,18.0
3817,2018-09-29,A,ORE,3rd and 10 at CAL45,California,10-J.Herbert complete to 13-D.Mitchell. 13-D.Mitchell to CAL 38 for 7 yards.,Oregon,05,3,10,CAL45,pass,7,13-D.Mitchell.,,0,05Oregon,24,42,18.0
3818,2018-09-29,A,ORE,4th and 3 at CAL38,California,"Team penalty on ORE, Delay of game, 5 yards, enforced at CAL 38. No Play.",Oregon,05,4,3,CAL38,penalty,5,na,penalty,1,05Oregon,24,42,18.0
3819,2018-09-29,A,ORE,4th and 8 at CAL43,California,"38-T.Snee punts 25 yards from CAL 43 to CAL 18, fair catch by 17-V.Wharton.",Oregon,05,4,8,CAL43,special,0,na,punt,0,05Oregon,24,42,18.0
3820,2018-09-29,A,ORE,1st and 10 at ORE11,California,10-J.Herbert kneels at ORE 7 for -4 yards.,Oregon,05,1,10,ORE11,run,-4,10-J.Herbert,,0,05Oregon,24,42,18.0
3821,2018-09-29,H,WST,1st and 10 at WST25,Utah,16-G.Minshew complete to 17-K.Sweet. 17-K.Sweet to WST 28 for 3 yards (5-T.Lewis).,Washington St.,05,1,10,WST25,pass,3,17-K.Sweet.,,0,05Washington St.,24,28,4.0
3822,2018-09-29,H,WST,2nd and 7 at WST28,Utah,16-G.Minshew complete to 32-J.Williams. 32-J.Williams to UTH 39 for 33 yards (23-J.Blackmon).,Washington St.,05,2,7,WST28,pass,33,32-J.Williams.,,1,05Washington St.,24,28,4.0
3823,2018-09-29,H,WST,1st and 10 at UTH39,Utah,16-G.Minshew complete to 6-J.Calvin. 6-J.Calvin to UTH 31 for 8 yards (22-C.Hansen).,Washington St.,05,1,10,UTH39,pass,8,6-J.Calvin.,,1,05Washington St.,24,28,4.0
3824,2018-09-29,H,WST,2nd and 2 at UTH31,Utah,"16-G.Minshew complete to 17-K.Sweet. 17-K.Sweet to UTH 17 for 14 yards (28-J.Guidry,15-C.Ballard).",Washington St.,05,2,2,UTH31,pass,14,17-K.Sweet.,,1,05Washington St.,24,28,4.0
3825,2018-09-29,H,WST,1st and 10 at UTH17,Utah,16-G.Minshew incomplete. Intended for 6-J.Calvin.,Washington St.,05,1,10,UTH17,pass,0,6-JCalvin,,0,05Washington St.,24,28,4.0
3826,2018-09-29,H,WST,2nd and 10 at UTH17,Utah,16-G.Minshew incomplete. INTERCEPTED by 15-C.Ballard at UTH 2. 15-C.Ballard to UTH 25 for 23 yards (60-A.Dillard).,Washington St.,05,2,10,UTH17,pass,0,16-G.Minshew,to,0,05Washington St.,24,28,4.0
3827,2018-09-29,H,WST,1st and 10 at WST25,Utah,16-G.Minshew complete to 1-D.Martin. 1-D.Martin to WST 36 for 11 yards (15-C.Ballard).,Washington St.,05,1,10,WST25,pass,11,1-D.Martin.,,1,05Washington St.,24,28,4.0
3828,2018-09-29,H,WST,1st and 10 at WST36,Utah,"16-G.Minshew incomplete. Intended for 17-K.Sweet. Penalty on UTH 6-B.Anae, Unsportsmanlike conduct, 15 yards, enforced at WST 36.",Washington St.,05,1,10,WST36,pass,0,17-KSweet,,0,05Washington St.,24,28,4.0
3829,2018-09-29,H,WST,1st and 10 at UTH49,Utah,32-J.Williams to WST 48 for -3 yards (22-C.Hansen).,Washington St.,05,1,10,UTH49,run,-3,32-J.Williams,,0,05Washington St.,24,28,4.0
3830,2018-09-29,H,WST,2nd and 13 at WST48,Utah,16-G.Minshew complete to 12-D.Patmon. 12-D.Patmon to UTH 41 for 11 yards (28-J.Guidry).,Washington St.,05,2,13,WST48,pass,11,12-D.Patmon.,,1,05Washington St.,24,28,4.0
3831,2018-09-29,H,WST,3rd and 2 at UTH41,Utah,"16-G.Minshew incomplete. Intended for 81-R.Bell. Penalty on UTH 5-T.Lewis, Holding, 10 yards, enforced at UTH 41. No Play.",Washington St.,05,3,2,UTH41,pass,0,81-RBell,,0,05Washington St.,24,28,4.0
3832,2018-09-29,H,WST,1st and 10 at UTH31,Utah,16-G.Minshew complete to 32-J.Williams. 32-J.Williams to UTH 30 for 1 yard (23-J.Blackmon).,Washington St.,05,1,10,UTH31,pass,1,32-J.Williams.,,0,05Washington St.,24,28,4.0
3833,2018-09-29,H,WST,2nd and 9 at UTH30,Utah,16-G.Minshew incomplete. Intended for 12-D.Patmon.,Washington St.,05,2,9,UTH30,pass,0,12-DPatmon,,0,05Washington St.,24,28,4.0
3834,2018-09-29,H,WST,3rd and 9 at UTH30,Utah,16-G.Minshew complete to 12-D.Patmon. 12-D.Patmon to UTH 4 for 26 yards (23-J.Blackmon).,Washington St.,05,3,9,UTH30,pass,26,12-D.Patmon.,,1,05Washington St.,24,28,4.0
3835,2018-09-29,H,WST,1st and 4 at UTH4,Utah,16-G.Minshew complete to 1-D.Martin. 1-D.Martin runs 4 yards for a touchdown.,Washington St.,05,1,4,UTH4,pass,4,1-D.Martin.,TD,1,05Washington St.,24,28,4.0
3836,2018-09-29,H,WST,1st and 10 at WST25,Utah,16-G.Minshew complete to 8-E.Winston. 8-E.Winston to WST 34 for 9 yards (14-J.Nurse).,Washington St.,05,1,10,WST25,pass,9,8-E.Winston.,,1,05Washington St.,24,28,4.0
3837,2018-09-29,H,WST,2nd and 1 at WST34,Utah,16-G.Minshew complete to 17-K.Sweet. 17-K.Sweet to WST 50 for 16 yards (5-T.Lewis).,Washington St.,05,2,1,WST34,pass,16,17-K.Sweet.,,1,05Washington St.,24,28,4.0
3838,2018-09-29,H,WST,1st and 10 at WST50,Utah,16-G.Minshew incomplete. Intended for 81-R.Bell.,Washington St.,05,1,10,WST50,pass,0,81-RBell,,0,05Washington St.,24,28,4.0
3839,2018-09-29,H,WST,2nd and 10 at WST50,Utah,16-G.Minshew incomplete. Intended for 8-E.Winston.,Washington St.,05,2,10,WST50,pass,0,8-EWinston,,0,05Washington St.,24,28,4.0
3840,2018-09-29,H,WST,3rd and 10 at WST50,Utah,16-G.Minshew complete to 32-J.Williams. 32-J.Williams to UTH 40 for 10 yards (23-J.Blackmon).,Washington St.,05,3,10,WST50,pass,10,32-J.Williams.,,1,05Washington St.,24,28,4.0
3841,2018-09-29,H,WST,1st and 10 at UTH40,Utah,32-J.Williams to UTH 40 for no gain (13-M.Blair).,Washington St.,05,1,10,UTH40,run,0,32-J.Williams,,0,05Washington St.,24,28,4.0
3842,2018-09-29,H,WST,2nd and 10 at UTH40,Utah,16-G.Minshew incomplete. Intended for 1-D.Martin.,Washington St.,05,2,10,UTH40,pass,0,1-DMartin,,0,05Washington St.,24,28,4.0
3843,2018-09-29,H,WST,3rd and 10 at UTH40,Utah,16-G.Minshew complete to 81-R.Bell. 81-R.Bell to UTH 28 for 12 yards (28-J.Guidry).,Washington St.,05,3,10,UTH40,pass,12,81-R.Bell.,,1,05Washington St.,24,28,4.0
3844,2018-09-29,H,WST,1st and 10 at UTH28,Utah,16-G.Minshew complete to 21-M.Borghi. 21-M.Borghi to UTH 28 for no gain (6-B.Anae).,Washington St.,05,1,10,UTH28,pass,0,21-M.Borghi.,,0,05Washington St.,24,28,4.0
3845,2018-09-29,H,WST,2nd and 10 at UTH28,Utah,16-G.Minshew complete to 5-T.Harris. 5-T.Harris to UTH 10 for 18 yards (15-C.Ballard).,Washington St.,05,2,10,UTH28,pass,18,5-T.Harris.,,1,05Washington St.,24,28,4.0
3846,2018-09-29,H,WST,1st and 10 at UTH10,Utah,16-G.Minshew incomplete. Intended for 8-E.Winston.,Washington St.,05,1,10,UTH10,pass,0,8-EWinston,,0,05Washington St.,24,28,4.0
3847,2018-09-29,H,WST,2nd and 10 at UTH10,Utah,16-G.Minshew runs 10 yards for a touchdown.,Washington St.,05,2,10,UTH10,run,10,16-G.Minshew,TD,1,05Washington St.,24,28,4.0
3848,2018-09-29,H,WST,1st and 10 at WST35,Utah,"16-G.Minshew complete to 1-D.Martin. 1-D.Martin to UTH 46 for 19 yards. Penalty on WST 72-A.Lucas, Holding, 10 yards, enforced at WST 35. No Play.",Washington St.,05,1,10,WST35,pass,19,1-D.Martin.,,1,05Washington St.,24,28,4.0
3849,2018-09-29,H,WST,1st and 20 at WST25,Utah,"16-G.Minshew incomplete. Intended for 12-D.Patmon. Penalty on UTH 23-J.Blackmon, Holding, 10 yards, enforced at WST 25. No Play.",Washington St.,05,1,20,WST25,pass,0,12-DPatmon,,0,05Washington St.,24,28,4.0
3850,2018-09-29,H,WST,1st and 10 at WST35,Utah,16-G.Minshew incomplete. Intended for 1-D.Martin.,Washington St.,05,1,10,WST35,pass,0,1-DMartin,,0,05Washington St.,24,28,4.0
3851,2018-09-29,H,WST,2nd and 10 at WST35,Utah,16-G.Minshew complete to 12-D.Patmon. 12-D.Patmon runs 65 yards for a touchdown.,Washington St.,05,2,10,WST35,pass,65,12-D.Patmon.,TD,1,05Washington St.,24,28,4.0
3852,2018-09-29,H,WST,1st and 10 at WST18,Utah,"Penalty on WST 60-A.Dillard, False start, 5 yards, enforced at WST 18. No Play.",Washington St.,05,1,10,WST18,penalty,-5,na,penalty,0,05Washington St.,24,28,4.0
3853,2018-09-29,H,WST,1st and 15 at WST13,Utah,16-G.Minshew complete to 81-R.Bell. 81-R.Bell to WST 26 for 13 yards (5-T.Lewis).,Washington St.,05,1,15,WST13,pass,13,81-R.Bell.,,1,05Washington St.,24,28,4.0
3854,2018-09-29,H,WST,2nd and 2 at WST26,Utah,16-G.Minshew incomplete. Intended for 81-R.Bell.,Washington St.,05,2,2,WST26,pass,0,81-RBell,,0,05Washington St.,24,28,4.0
3855,2018-09-29,H,WST,3rd and 2 at WST26,Utah,16-G.Minshew complete to 8-E.Winston. 8-E.Winston to WST 34 for 8 yards (23-J.Blackmon).,Washington St.,05,3,2,WST26,pass,8,8-E.Winston.,,1,05Washington St.,24,28,4.0
3856,2018-09-29,H,WST,1st and 10 at WST34,Utah,16-G.Minshew incomplete. Intended for 21-M.Borghi.,Washington St.,05,1,10,WST34,pass,0,21-MBorghi,,0,05Washington St.,24,28,4.0
3857,2018-09-29,H,WST,2nd and 10 at WST34,Utah,16-G.Minshew incomplete. Intended for 21-M.Borghi.,Washington St.,05,2,10,WST34,pass,0,21-MBorghi,,0,05Washington St.,24,28,4.0
3858,2018-09-29,H,WST,3rd and 10 at WST34,Utah,16-G.Minshew complete to 8-E.Winston. 8-E.Winston to WST 43 for 9 yards (28-J.Guidry).,Washington St.,05,3,10,WST34,pass,9,8-E.Winston.,,0,05Washington St.,24,28,4.0
3859,2018-09-29,H,WST,4th and 1 at WST43,Utah,94-O.Draguicevich punts 44 yards from WST 43. 18-B.Covey to UTH 13 for no gain.,Washington St.,05,4,1,WST43,special,0,na,punt,0,05Washington St.,24,28,4.0
3860,2018-09-29,H,WST,1st and 10 at WST25,Utah,"16-G.Minshew incomplete. Penalty on UTH 30-C.Barton, Pass interference, 1 yards, enforced at WST 25. No Play.",Washington St.,05,1,10,WST25,pass,0,UTH,,0,05Washington St.,24,28,4.0
3861,2018-09-29,H,WST,1st and 10 at WST26,Utah,16-G.Minshew incomplete. Intended for 6-J.Calvin.,Washington St.,05,1,10,WST26,pass,0,6-JCalvin,,0,05Washington St.,24,28,4.0
3862,2018-09-29,H,WST,2nd and 10 at WST26,Utah,16-G.Minshew complete to 1-D.Martin. 1-D.Martin to WST 33 for 7 yards (1-J.Johnson).,Washington St.,05,2,10,WST26,pass,7,1-D.Martin.,,1,05Washington St.,24,28,4.0
3863,2018-09-29,H,WST,3rd and 3 at WST33,Utah,16-G.Minshew complete to 17-K.Sweet. 17-K.Sweet to WST 37 for 4 yards.,Washington St.,05,3,3,WST33,pass,4,17-K.Sweet.,,1,05Washington St.,24,28,4.0
3864,2018-09-29,H,WST,1st and 10 at WST37,Utah,16-G.Minshew incomplete. Intended for 5-T.Harris.,Washington St.,05,1,10,WST37,pass,0,5-THarris,,0,05Washington St.,24,28,4.0
3865,2018-09-29,H,WST,2nd and 10 at WST37,Utah,16-G.Minshew complete to 1-D.Martin. 1-D.Martin to WST 41 for 4 yards (26-T.Burgess).,Washington St.,05,2,10,WST37,pass,4,1-D.Martin.,,0,05Washington St.,24,28,4.0
3866,2018-09-29,H,WST,3rd and 6 at WST41,Utah,16-G.Minshew incomplete. Intended for 12-D.Patmon.,Washington St.,05,3,6,WST41,pass,0,12-DPatmon,,0,05Washington St.,24,28,4.0
3867,2018-09-29,H,WST,4th and 6 at WST41,Utah,94-O.Draguicevich punts 59 yards from WST 41 to UTH End Zone. touchback.,Washington St.,05,4,6,WST41,special,0,na,punt,0,05Washington St.,24,28,4.0
3868,2018-09-29,H,WST,1st and 10 at WST25,Utah,16-G.Minshew incomplete. Intended for 32-J.Williams.,Washington St.,05,1,10,WST25,pass,0,32-JWilliams,,0,05Washington St.,24,28,4.0
3869,2018-09-29,H,WST,2nd and 10 at WST25,Utah,32-J.Williams to WST 33 for 8 yards (15-C.Ballard).,Washington St.,05,2,10,WST25,run,8,32-J.Williams,,1,05Washington St.,24,28,4.0
3870,2018-09-29,H,WST,3rd and 2 at WST33,Utah,16-G.Minshew complete to 21-M.Borghi. 21-M.Borghi to UTH 48 for 19 yards (28-J.Guidry).,Washington St.,05,3,2,WST33,pass,19,21-M.Borghi.,,1,05Washington St.,24,28,4.0
3871,2018-09-29,H,WST,1st and 10 at UTH48,Utah,16-G.Minshew complete to 21-M.Borghi. 21-M.Borghi to UTH 41 for 7 yards (22-C.Hansen).,Washington St.,05,1,10,UTH48,pass,7,21-M.Borghi.,,1,05Washington St.,24,28,4.0
3872,2018-09-29,H,WST,2nd and 3 at UTH41,Utah,16-G.Minshew incomplete. Intended for 81-R.Bell.,Washington St.,05,2,3,UTH41,pass,0,81-RBell,,0,05Washington St.,24,28,4.0
3873,2018-09-29,H,WST,3rd and 3 at UTH41,Utah,16-G.Minshew incomplete. Intended for 1-D.Martin.,Washington St.,05,3,3,UTH41,pass,0,1-DMartin,,0,05Washington St.,24,28,4.0
3874,2018-09-29,H,WST,4th and 3 at UTH41,Utah,16-G.Minshew complete to 17-K.Sweet. 17-K.Sweet to UTH 35 for 6 yards (5-T.Lewis).,Washington St.,05,4,3,UTH41,pass,6,17-K.Sweet.,,1,05Washington St.,24,28,4.0
3875,2018-09-29,H,WST,1st and 10 at UTH35,Utah,16-G.Minshew incomplete. Intended for 1-D.Martin.,Washington St.,05,1,10,UTH35,pass,0,1-DMartin,,0,05Washington St.,24,28,4.0
3876,2018-09-29,H,WST,2nd and 10 at UTH35,Utah,16-G.Minshew incomplete. Intended for 6-J.Calvin.,Washington St.,05,2,10,UTH35,pass,0,6-JCalvin,,0,05Washington St.,24,28,4.0
3877,2018-09-29,H,WST,3rd and 10 at UTH35,Utah,16-G.Minshew incomplete. Intended for 6-J.Calvin.,Washington St.,05,3,10,UTH35,pass,0,6-JCalvin,,0,05Washington St.,24,28,4.0
3878,2018-09-29,H,WST,4th and 10 at UTH42,Utah,40-B.Mazza 52 yards Field Goal is No Good.,Washington St.,05,4,10,UTH42,special,0,na,fgn,0,05Washington St.,24,28,4.0
3879,2018-09-29,H,WST,1st and 10 at WST12,Utah,16-G.Minshew to WST 13 for 1 yard.,Washington St.,05,1,10,WST12,run,1,16-G.Minshew,,0,05Washington St.,24,28,4.0
3880,2018-09-29,H,WST,2nd and 9 at WST13,Utah,"32-J.Williams to WST 15 for 2 yards (30-C.Barton,6-B.Anae).",Washington St.,05,2,9,WST13,run,2,32-J.Williams,,0,05Washington St.,24,28,4.0
3881,2018-09-29,H,WST,3rd and 7 at WST15,Utah,16-G.Minshew to WST 23 for 8 yards.,Washington St.,05,3,7,WST15,run,8,16-G.Minshew,,1,05Washington St.,24,28,4.0
3882,2018-09-29,H,WST,1st and 10 at WST23,Utah,16-G.Minshew complete to 12-D.Patmon. 12-D.Patmon to WST 34 for 11 yards (23-J.Blackmon).,Washington St.,05,1,10,WST23,pass,11,12-D.Patmon.,,1,05Washington St.,24,28,4.0
3883,2018-09-29,H,WST,1st and 10 at WST34,Utah,16-G.Minshew complete to 12-D.Patmon. 12-D.Patmon to WST 33 for -1 yard (22-C.Hansen).,Washington St.,05,1,10,WST34,pass,-1,12-D.Patmon.,,0,05Washington St.,24,28,4.0
3884,2018-09-29,H,WST,2nd and 11 at WST33,Utah,16-G.Minshew incomplete. Intended for 17-K.Sweet.,Washington St.,05,2,11,WST33,pass,0,17-KSweet,,0,05Washington St.,24,28,4.0
3885,2018-09-29,H,WST,3rd and 11 at WST33,Utah,16-G.Minshew complete to 85-C.Jackson. 85-C.Jackson to WST 41 for 8 yards (22-C.Hansen).,Washington St.,05,3,11,WST33,pass,8,85-C.Jackson.,,0,05Washington St.,24,28,4.0
3886,2018-09-29,H,WST,4th and 3 at WST41,Utah,"94-O.Draguicevich punts 44 yards from WST 41 to UTH 15, fair catch by 18-B.Covey.",Washington St.,05,4,3,WST41,special,0,na,punt,0,05Washington St.,24,28,4.0
3887,2018-09-29,H,WST,1st and 10 at WST10,Utah,16-G.Minshew incomplete. Intended for 21-M.Borghi.,Washington St.,05,1,10,WST10,pass,0,21-MBorghi,,0,05Washington St.,24,28,4.0
3888,2018-09-29,H,WST,2nd and 10 at WST10,Utah,32-J.Williams to WST 16 for 6 yards (22-C.Hansen).,Washington St.,05,2,10,WST10,run,6,32-J.Williams,,0,05Washington St.,24,28,4.0
3889,2018-09-29,H,WST,3rd and 4 at WST16,Utah,16-G.Minshew sacked at WST 6 for -10 yards (6-B.Anae).,Washington St.,05,3,4,WST16,pass,-10,16-G.Minshew,sack,0,05Washington St.,24,28,4.0
